business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,Mon,Tue,Wed,Thu,Fri,Sat,Sun
pSMK_FtULKiU-iuh7SMKwg,"Blaze Fast-Fire'd Pizza","Ryerson","10 Dundas St",Toronto,ON,M5B 0A1,43.6565313337,-79.3800427474,4.5,216,1,11-23,11-23,11-23,11-23,11-0,11-0,11-23
6oKZoCI_0ePyzfRqSFMBig,"Roy's Restaurant","","7151 W Ray Rd",Chandler,AZ,85226,33.3194145644,-111.965975534,4.0,290,1,16-22,16-22,16-22,16-22,16-23,11-23,11-21
LYNKKnl4jAiU1-U-97gR5Q,"SlotZilla","Downtown","Fremont Street Experience, 425 Fremont St",Las Vegas,NV,89101,36.1613251,-115.1222504,3.5,229,1,13-1,13-1,13-1,13-1,13-2,13-2,13-1
EWbNTPW0co_X4lZRB-QTLQ,"Ocha Thai Cuisine","Downtown","1201 Las Vegas Blvd S",Las Vegas,NV,89104,36.1566896,-115.148347,4.0,235,1,11-23,11-23,11-23,11-23,11-0,11-0,11-23
LtO6vTBfYzlgWArn3kRe_A,"Tacos El Gordo","","3260 Losee Rd",North Las Vegas,NV,89030,36.2186522367,-115.125405192,4.0,247,1,9-2,9-2,9-2,9-2,9-4,9-4,9-4
JBrBsKpw0bbXK5nlrXVOYQ,"Anzios Italian Restaurant","","12418 N 28th Dr",Phoenix,AZ,85029,33.5986481057,-112.12037371,4.0,224,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
N5CL5HLS6lyltw-OjjBrOw,"Hussong's Cantina","Westside","740 S Rampart Blvd, Ste 7",Las Vegas,NV,89145,36.1636050063,-115.289374149,3.5,212,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
Gw-ozqLSHoP3BQPKaiXJGg,"The Watershed","","5350 S Lakeshore Dr",Tempe,AZ,85283,33.3756982,-111.9197979,3.0,267,1,16-22,16-22,16-22,16-22,16-0,10-0,10-20
VWtT4DKxQ4YVRWT88Z5SMA,"Sambalatte","Spring Valley","6555 S Jones Blvd, Ste 100",Las Vegas,NV,89118,36.0698215199,-115.224872182,4.0,232,1,7-20,7-20,7-20,7-20,7-21,7-21,7-20
ytk8XVFegCSdSBXLDZutpw,"Bachi Kitchen","Spring Valley","6825 W Russell Rd, Ste 115",Las Vegas,NV,89118,36.0844749,-115.2412756,3.5,267,1,9-21,9-21,9-21,9-21,9-21,9-21,9-21
H-WYHSzXPWS9Avj0W6SRpg,"The Buffet at Excalibur","The Strip","Excalibur Hotel And Casino, 3850 S Las Vegas Blvd",Las Vegas,NV,89109,36.098909,-115.175557,2.5,216,1,7-22,7-22,7-22,7-22,7-22,7-22,7-22
mzREMIknfmagJugibXrCsQ,"Pho Tien Thanh","Ossington Strip","57 Ossington Ave",Toronto,ON,M6J 2Y9,43.6455482,-79.4190055,4.0,235,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
b_xFN9mtFWHUbny-GoiErQ,"P&G's Pamela's Diner","Shadyside","5527 Walnut St",Pittsburgh,PA,15232,40.4515828358,-79.932869839,4.0,223,1,8-16,8-16,8-16,8-16,8-16,8-16,8-15
xaqW4NkmUCGRRjmLxiFJ6Q,"Muncheez","Langstaff","7181 Yonge St, Unit 21",Markham,ON,L3T 0C7,43.8031918,-79.4195095,5.0,253,1,11-23,11-23,11-23,11-23,11-23,11-23,11-23
bYGn37k0KgleABKMWgjnMw,"El Furniture Warehouse","The Annex","410 Bloor Street W",Toronto,ON,M5S,43.6659178,-79.4079991,3.0,227,1,11-2,11-2,11-2,11-2,11-2,11-2,11-2
mmbXj7CmjGbH-wR3j6cD0w,"Sweet Tomatoes","Spring Valley","9460 W Flamingo Rd, Ste 100",Las Vegas,NV,89147,36.1152681022,-115.298301965,3.5,234,1,11-21,11-21,11-21,11-21,11-22,8-22,8-21
I3STZd5iAvUL9MNLF_DUug,"Blanco Tacos And Tequila","","3400 E Sky Harbor Blvd, Terminal 4",Phoenix,AZ,85034,33.4370684153,-111.999121635,3.5,292,1,6-23,6-23,6-23,6-23,6-23,6-23,6-23
OFw59czUoeeosFMKfRawmg,"Gordon Biersch Brewery Restaurant","Eastside","3987 Paradise Rd",Las Vegas,NV,89169,36.1170027,-115.1552488,3.5,300,1,11-0,11-0,11-0,11-0,11-1,11-1,11-0
zkw-peCF6FDKuopAp8LBzw,"Camelback Toyota","","1550 E Camelback Rd",Phoenix,AZ,85014,33.510174,-112.048204,3.5,200,1,7-21,7-21,7-21,7-21,7-21,7-20,10-19
_sh6mIBWZis66mAjkjN8Qg,"Rachel's Kitchen","Summerlin","9691 Trailwood Dr",Las Vegas,NV,89134,36.1909406,-115.3072017,3.5,209,1,7-20,7-20,7-20,7-20,7-20,7-20,7-16
WlBvw6R1Qe2yIaZp-2ilZA,"Toros Cantina & Gaming","Summerlin","11760 W Charleston Blvd",Las Vegas,NV,89138,36.1594832749,-115.351678374,3.5,236,1,6-6,6-6,6-6,6-6,6-6,6-6,6-6
DkZnIPTPce-R2uoF-euYyQ,"DT's Filipino Food","Southwest","7320 S Rainbow Blvd",Las Vegas,NV,89118,36.0553574,-115.2414974,2.5,211,1,10-22,10-22,10-22,10-22,10-2,10-2,10-23
HaNUXh5nYR0r7FrbFJSHXw,"Whole Foods Market","","7111 E Mayo Blvd",Phoenix,AZ,85054,33.653689494,-111.927307826,4.0,242,1,7-22,7-22,7-22,7-22,7-22,7-22,7-22
--cZ6Hhc9F7VkKXxHMVZSQ,"Pio Pio","Dilworth","1408 E Blvd",Charlotte,NC,28203,35.1998528426,-80.8448199047,4.0,259,1,11-22,11-22,11-22,11-22,11-22,11-22,12-21
OPxWcHK96_cbmiF7legDnA,"McCormick & Schmick's Seafood & Steaks","Eastside","335 Hughes Center Dr",Las Vegas,NV,89169,36.1150754866,-115.156941325,3.5,218,1,11-22,11-22,11-22,11-22,11-22,17-22,17-21
jq9gzjKbVWgeMYzA0aFzxw,"Lola Coffee","","1001 N 3rd Ave",Phoenix,AZ,85003,33.4589695,-112.0774867,4.5,275,1,7-19,7-19,7-19,7-19,7-19,7-19,7-19
8BG2u8inkqzCb2tm6YlqDw,"Kona Grill","","2224 E Williams Field Rd",Gilbert,AZ,85295,33.3078070226,-111.742225886,3.5,232,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
K75oPh837az2upKWPS2LUQ,"Paul's Pel'meni","Capitol","203 W Gorham St",Madison,WI,53703,43.0754154,-89.3907979,4.5,273,1,11-23,11-23,11-23,11-3,11-3,11-3,11-21
wHq1efQVz17338k_aUOX3w,"Hob Nobs","","149 W McDowell Rd",Phoenix,AZ,85003,33.465462,-112.078017,4.0,229,1,7-21,7-21,7-21,7-21,7-0,7-0,7-21
WKOUTdVJS58E178JjhwidQ,"Pastel Creperies & Dessert House","Willowdale","5417 Yonge Street",North York,ON,M2N 5R6,43.7762933,-79.4142988,4.0,217,1,12-23,12-23,12-23,12-23,12-0,12-0,12-23
po0p6NIro0cDrmKkcyPy0w,"To See Roll","Spring Valley","7040 S Rainbow Blvd, Ste 110",Las Vegas,NV,89113,36.0605553,-115.2417218,4.5,217,1,10-22,10-22,10-22,10-22,10-22,10-22,10-22
vrKcFQPxj1Zzyj93yl-t6g,"Topgolf","","1689 S SanTan Village Pkwy",Gilbert,AZ,85295,33.3200849,-111.7415906,4.0,257,1,9-23,9-23,9-23,9-23,9-1,9-1,9-23
a2JgQgEGm5hMDEhryhMMJg,"VEGAS! The Show","The Strip","3663 Las Vegas Blvd S, Ste 454",Las Vegas,NV,89109,36.110975,-115.172145,4.5,240,1,19-23,19-23,19-23,19-23,19-23,19-23,19-23
SqxIx0KbTmCvUlOfkjamew,"Thai Style Noodle House","Summerlin","2267 N Rampart Blvd",Las Vegas,NV,89134,36.201845,-115.282141,4.0,254,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
uthbVCNZqmExJTzhII9iNQ,"Paramount Fine Foods","Downtown Core","253 Yonge Street",Toronto,ON,M7A 2H1,43.6550676,-79.3800179,3.0,267,1,8-22,8-22,8-22,8-22,8-23,8-23,8-22
95CCHowiE0W_ovv5-9lQAQ,"Fat Boy","Sunrise","4425 Stewart St, Ste 107",Las Vegas,NV,89110,36.1670439,-115.0801061,4.5,209,1,10-21,10-21,10-21,10-21,10-22,10-22,10-21
dVhGY-mNwTWQzK01Zxuclw,"Yunnan Garden","Chinatown","3934 Schiff Dr",Las Vegas,NV,89103,36.1249257,-115.1923226,3.5,249,1,11-22,11-22,11-22,11-22,11-22,11-22,11-21
gHutuGMMMH-5Qv9DbemLFw,"Scott's Generations Restaurant & Delicatessen","","5539 N 7th St, Ste 108",Phoenix,AZ,85014,33.5184314,-112.0641262,3.5,218,1,6-17,6-17,6-17,6-17,6-17,6-17,6-16
27_N5P9HZ86IviONPT_twg,"Woodlot Restaurant","Little Italy","293 Palmerston Avenue",Toronto,ON,M6J 2J3,43.655641,-79.4099164,4.0,221,1,17-22,17-22,17-22,17-23,17-23,17-23,17-22
fzRxHv7XnnDqTmX25tVbJg,"Taco Mac","South Park","4626 Piedmont Row Drive, Bldg E Ste 115",Charlotte,NC,28210,35.152861,-80.8398047,2.5,263,1,11-0,11-0,11-0,11-0,11-1,11-1,11-0
umxki_So2--o08q9bkXK6Q,"Picazzo's Organic Italian Kitchen","","7325 Frank Lloyd Wright Blvd",Scottsdale,AZ,85260,33.6371044,-111.922424,3.5,229,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
_MVSmAYSl4RkgXBg5e8JaQ,"Original Pancake House","","6840 E Camelback Rd",Scottsdale,AZ,85251,33.5025931,-111.9329992,3.5,225,1,7-14,7-14,7-14,7-14,7-14,7-14,7-14
NX1281ugzs2navHAX5X9cQ,"Cha Me Cha","Unionville","8333 Kennedy Road, Suite 1078",Markham,ON,L3R 1J5,43.8563274289,-79.3038838729,3.5,220,1,12-0,12-0,12-0,12-0,12-0,12-0,12-0
n8RVrpWpcd3HprzEnJ3RxA,"Ranch House Grille","","5618 E Thomas Rd",Phoenix,AZ,85018,33.4803042,-111.9602653,4.0,204,1,6-14,6-14,6-14,6-14,6-14,6-14,6-14
JEoi9ITPZM58EnZBAubijA,"Vintage Brewing Co.","","674 S Whitney Way",Madison,WI,53719,43.0509492,-89.4739301,3.5,232,1,11-2,11-2,11-2,11-2,11-2,11-2,11-2
TA57efJ1C0acoCx5mtLnJg,"Chop Chandler","","2625 W Queen Creek Rd",Chandler,AZ,85248,33.2611717,-111.8844054,3.5,235,1,16-21,16-21,16-21,16-21,16-22,16-22,16-21
FGy4UJ1Qri_KruPZiPmWYQ,"Viva Chicken","Ballantyne","12206 Copper Way",Charlotte,NC,28277,35.0704972,-80.8444723,4.5,233,1,11-21,11-21,11-21,11-21,11-21,11-21,11-21
KMxOoHyRKP74PgosuRkkdg,"Paquime- Street Food of Mexico","","17 E Dunlap Ave",Phoenix,AZ,85020,33.567471,-112.0730792,4.5,248,1,8-21,8-21,8-21,8-21,8-21,8-21,8-21
bfVpHvjir2G2Z9wVeddw4w,"The Olde Mecklenburg Brewery","","4150 Yancey Rd",Charlotte,NC,28217,35.187442,-80.881973,4.0,270,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
OtSbxxD-WNzlNQlDGpXFSA,"IKEA","Spring Valley","6500 Ikea Way",Las Vegas,NV,89148,36.0689265,-115.280825,3.5,204,1,10-21,10-21,10-21,10-21,10-21,10-21,10-20
-9eNGMp8XiygI8t8QFuFWw,"The Melting Pot","","3626 E Ray Rd",Phoenix,AZ,85044,33.316214,-112.004239,4.0,294,1,16-22,16-22,16-22,16-22,16-23,15-23,15-22
bgNmUYcraelf27TviWEMGA,"Inn On Coventry","","2785 Euclid Heights Blvd",Cleveland,OH,44106,41.5083843,-81.580503,4.0,206,1,7-14,7-14,7-14,7-14,7-14,8-14,8-14
L2c-qKZWumCmOCR-dqBLrg,"Seven Saints","","32 E Chester St",Champaign,IL,61820,40.1165558776,-88.2420127724,4.0,244,1,11-0,11-2,11-2,11-2,11-2,11-2,11-0
u9R0_pvEkl7QGPJYH3j1sg,"Times Square Pizzeria","","2602 W Deer Valley Rd",Phoenix,AZ,85027,33.6842472,-112.1163107,4.0,287,1,6-22,6-22,6-22,6-22,6-22,6-22,6-21
Bm8nRUsZ-dK6g2eJLxMTOw,"Naka Sushi","Summerlin","8540 W Lake Mead Blvd, Ste 120",Las Vegas,NV,89128,36.199816342,-115.27929157,4.0,290,1,11-15,11-15,11-15,11-15,11-15,11-15,11-15
2vL6xxAxRhJS7LabjjDyhw,"The Laundry Room","Downtown","525 E Fremont St",Las Vegas,NV,89101,36.1690086067,-115.139698349,4.5,216,1,20-2,20-2,20-2,20-2,20-2,20-2,20-2
poSV39UqEg-gpESXafS9-g,"Angry Crab Shack & BBQ","","3820 E Ray Rd",Phoenix,AZ,85044,33.3175907,-112.0033223,4.0,200,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
SEH79jbg5Q8cCozCnhqMHA,"Marcellino Ristorante","","7114 E Stetson Dr",Scottsdale,AZ,85251,33.498914,-111.928574,4.0,218,1,16-22,12-15,12-15,12-15,12-15,12-15,12-15
Jw3iaQalS9-1aeXkKh_plA,"Squid Ink","","9947 W Happy Valley Pkwy, Ste 109",Peoria,AZ,85383,33.7106405,-112.2734285,3.5,220,1,11-22,11-22,11-22,11-22,11-0,11-0,11-22
qxVcSWGKyH3HkkHV8NinDA,"Salty Senorita","","3748 N Scottsdale Rd",Scottsdale,AZ,85251,33.4915705,-111.9264513,3.0,257,1,11-2,11-2,11-2,11-2,11-2,11-2,11-2
uCi2ropZuhG4XVcMDaurAw,"Rachel's Kitchen","Anthem","2265 Village Walk Dr",Henderson,NV,89052,36.021113,-115.087495,4.0,289,1,8-21,8-21,8-21,8-21,8-21,8-21,8-19
VfFHPsPtTW4Mgx0eHDyJiQ,"Distill - A Local Bar","Summerlin","10820 W Charleston Blvd",Las Vegas,NV,89135,36.1606854895,-115.331591073,3.5,262,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
NpFtNc51LaZr8Y5_o2wRaw,"Texas Roadhouse","","16079 N. Arrowhead Fountains Center Dr",Peoria,AZ,85382,33.6321621,-112.2375661,3.5,205,1,16-22,16-22,16-22,16-22,15-23,11-23,11-23
xwmwTpzw9XSwK-UT5Ka3HQ,"Bellwoods Brewery","Ossington Strip","124-126 Ossington Avenue",Toronto,ON,M6J 1R5,43.6471413,-79.4200036,4.0,213,1,17-0,17-0,17-0,17-1,14-1,12-1,12-0
QYuojrlW94mpEwnp0uUIWA,"La Parrilla The Lab","Eastside","2585 E Flamingo Rd, Ste 16",Las Vegas,NV,89121,36.1141160102,-115.114932843,4.0,201,1,9-21,9-20,9-21,9-21,9-22,9-22,9-22
JrXxQKt-TuHG1-ZjZifa1A,"National Car Rental","","1805 E Sky Harbor Cir S",Phoenix,AZ,85034,33.43179,-112.04206,4.5,218,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
woP-omtF0PobX4JxXpZa7Q,"Ronnie's Cafe","","4323 W Cactus Rd, Ste 3",Glendale,AZ,85304,33.5956471,-112.1521774,4.0,224,1,6-14,6-14,6-14,6-14,6-14,6-14,6-14
1TTQ41NqKks69GltQSQNIA,"Suncoast Hotel & Casino","Westside","9090 Alta Drive",Las Vegas,NV,89145,36.1695162569,-115.291063714,3.0,259,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
gwd1W_0Mgzqo3QxgXrt16Q,"RuRu's Tacos + Tequila","Elizabeth","715 Providence Rd",Charlotte,NC,28207,35.2002817676,-80.8244345265,3.5,200,1,11-23,11-23,11-23,11-23,11-23,11-23,12-22
lsHmnOZNlsKnEDsNmT-5_Q,"American Home Water and Air","","22047 N Black Canyon Hwy",Phoenix,AZ,85027,33.6871466,-112.1117839,5.0,289,1,6-20,6-20,6-20,6-20,6-20,6-20,6-20
ry-rcjWrzY5nygBW_zswjg,"Juliette & Chocolat","Plateau-Mont-Royal","3600 Saint Laurent Boulevard",Montréal,QC,H2X 2V4,45.513860452,-73.5725887186,4.0,257,1,11-23,11-23,11-23,11-23,11-0,11-0,11-23
ZCe93zAkxr2KOBU1NT0lmg,"Valle Luna","","3336 W Bell Rd",Phoenix,AZ,85053,33.6409635847,-112.131531584,3.5,285,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
bRZSm_1UQdmU6QWZfO9h6w,"Loving Hut - Glendale","","3515-A W Union Hills Dr",Glendale,AZ,85308,33.6533726,-112.1348879,4.0,237,1,17-21,17-21,17-21,17-21,17-21,11-15,
tVyLQzyhhinKcGzlZIFZjQ,"Oregano's Pizza Bistro","","1960 W Germann Rd",Chandler,AZ,85286,33.2763332,-111.8757263,4.0,210,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
0jAexNHRHhkQv4zNYqenBA,"El Hefe","","4425 N Saddlebag Trl",Scottsdale,AZ,85251,33.5014121,-111.9219982,3.5,281,1,16-2,16-2,16-2,16-2,16-2,11-2,11-2
ijY4C4ut4M9xg3QvK2R2pg,"Li Wah","Goodrich Kirtland","2999 Payne Ave, Ste 102",Cleveland,OH,44114,41.5083668054,-81.6693706559,3.5,209,1,10-0,10-0,10-0,10-0,10-0,10-0,10-0
ijg7qQCYnhUWBd5JUxbfvA,"Roxy's Diner","The Strip","Stratosphere Casino, Hotel & Tower, 2000 Las Vegas Blvd S",Las Vegas,NV,89104,36.1477095179,-115.155205876,3.0,294,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
KS_d3F_eIA6iTo6Wtj2O_w,"Smoke's Poutinerie","Entertainment District","218 Adelaide Street W",Toronto,ON,M5H 1W7,43.6485412,-79.3877675,3.5,249,1,11-0,11-0,11-0,11-3,11-4,11-4,11-0
OKYp_AwhXfqL_0Pgw1WB9Q,"Jack Flaps","Ohio City","3900 Lorain Ave",Cleveland,OH,44113,41.480809753,-81.7125004251,4.0,300,1,7-15,7-15,7-15,7-15,7-15,7-15,7-15
qpub9UXk8oBJr95oq-MbIg,"O-my Sushi","Westside","1000 S Rampart Blvd, Ste 16",Las Vegas,NV,89145,36.1604696,-115.2898892,4.0,206,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
7OQ7lhIsjLSmf-3012LAuw,"Original ChopShop","","35 W Boston St",Chandler,AZ,85225,33.3020248413,-111.842025757,4.0,240,1,7-21,7-21,7-21,7-21,7-21,7-21,7-20
eavP59x5DOpGwVFhxbG4Cg,"Pho Vietnamese Cuisine","The Strip","Treasure Island, 3300 Las Vegas Blvd S",Las Vegas,NV,89109,36.1245859,-115.1716132,2.5,264,1,11-0,11-0,11-0,11-0,11-3,11-3,11-0
gOOc6MDdhw7fV0Tf30mfAQ,"Gritz Cafe","","1911 Stella Lake, Ste 150",Las Vegas,NV,89106,36.1937713,-115.1647985,4.5,241,1,7-15,7-15,7-15,7-15,7-15,7-15,7-15
FhIeCF6QrsLaRvAeu0oEPQ,"Bob Taylor's Ranch House","Centennial","6250 Rio Vista St",Las Vegas,NV,89130,36.2747255482,-115.245787036,3.5,273,1,11-22,11-22,11-22,11-22,11-11,11-11,11-22
jTZYireK6pnPb6Rni0jygw,"Wow Sushi","Downtown Core","11 Charles Street W",Toronto,ON,M4Y 1R4,43.668515749,-79.3868207932,4.0,298,1,11-22,11-22,11-22,11-22,11-22,11-22,11-22
Iam7tYWhssw_rscSBkeRIQ,"Fiori's Pizzaria","Beechview","103 Capital Ave",Pittsburgh,PA,15226,40.405245,-80.018538,4.5,201,1,11-1,11-1,11-1,11-1,11-3,11-3,11-1
nwHd2MbIGz0SNG8GpFjekw,"Los Taquitos","","7000 N 16th St",Phoenix,AZ,85020,33.5395733,-112.048346014,4.0,267,1,9-21,9-21,9-21,9-21,9-21,9-21,9-20
JwWeolTHTWRDdbT0Zb6WLw,"Chapman Chevrolet","","1717 E Baseline Rd",Tempe,AZ,85283,33.3779549,-111.9098807,3.0,222,1,8-21,8-21,8-21,8-21,8-21,8-20,10-19
3glVZZh_vyZH1VvPU0307A,"Enoteca Sociale","Dufferin Grove","1288 Dundas St W",Toronto,ON,M6J 1X7,43.6496915,-79.4257125,4.0,233,1,17-23,17-23,17-23,17-23,17-23,17-23,17-23
G_LtZnL66Iwama_7_FCLUQ,"Baku","South Park","4515 Sharon Rd",Charlotte,NC,28211,35.151220812,-80.8278901435,4.0,211,1,17-22,17-22,17-22,17-22,17-23,17-23,11-15
pBFewLcdLnf1XwPTE4jtyQ,"McFate's Tap + Barrel","","7337 E Shea Blvd, Ste 105",Scottsdale,AZ,85260,33.5814933,-111.9235093,4.0,288,1,15-22,15-22,15-22,15-22,11-23,11-23,11-21
ymtJtXwsJUClLNDepV1piQ,"The Capital Grille","","2502 E Camelback Rd",Phoenix,AZ,85016,33.51023428,-112.027200992,4.0,296,1,11-22,11-22,11-22,11-22,11-23,17-23,17-21
oX7lSVsg4j7-SrSZVGWVnA,"Babbo Italian Eatery","","20211 N 67th Ave",Glendale,AZ,85308,33.6701038,-112.2004495,4.0,218,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
m1LOUjVzAAoCS61BTL5i5g,"Hodori Restaurant","","1116 S Dobson Rd",Mesa,AZ,85202,33.3944172,-111.8754243,3.5,281,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
r3Xx9Qk3xAMzYGIGFBcKpQ,"Enterprise Rent-A-Car","","1805 E Sky Harbor Cir S",Phoenix,AZ,85034,33.431452,-112.04179,4.0,229,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
xiNJk32NYbXdL-T3PzE3lQ,"Salon D'Shayn","","4328 N Wells Fargo Ave, Ste 2",Scottsdale,AZ,85251,33.4991492,-111.9230629,5.0,239,1,10-19,10-19,10-19,10-19,10-19,9-18,10-17
q4v-I9j1v7WqtxR12uEMxQ,"Beach Hut Deli","","9500 S Eastern Ave, Ste180",Las Vegas,NV,89123,36.016485,-115.117119,4.0,211,1,11-20,11-20,11-20,11-20,11-20,11-20,11-18
8E2Uc0Mn4cn_yEY0xFv-9A,"Right Toyota","","7701 E Frank Lloyd Wright Blvd",Scottsdale,AZ,85260,33.6344063,-111.9143695,3.0,225,1,8-21,8-21,8-21,8-21,8-21,8-21,9-20
h2hJyBYCIXU2_om6LYHWHA,"Cold Beers & Cheeseburgers","","20831 N Scottsdale Rd, Ste 117",Scottsdale,AZ,85255,33.676327438,-111.923292875,3.5,293,1,11-21,11-21,11-21,11-21,11-22,11-22,11-21
FmraE2CWt65VRnEqCAqNEg,"Harvey American Public House","","1524 E Williams Field Rd, Ste 101",Gilbert,AZ,85295,33.3072791,-111.7565009,3.5,265,1,11-2,11-2,11-2,11-2,11-2,11-2,9-2
80Lkm305ZOkQdMEIvOy_lw,"TAP Sports Bar","The Strip","3799 Las Vegas Blvd S",Las Vegas,NV,89109,36.102507307,-115.169379956,3.5,269,1,11-1,11-1,11-1,11-2,11-2,11-2,11-1
hgWMxKhrnOUd3m5nOUBIkA,"Las Vegas Athletic Club","Southeast","9065 S Eastern Ave",Las Vegas,NV,89123,36.0253318,-115.1208519,3.0,268,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
0PFf3RKtDQyHnrdcPo8zMQ,"Foosia","","13610 N Scottsdale Rd",Scottsdale,AZ,85254,33.6099946,-111.9266533,4.0,244,1,11-21,11-21,11-21,11-21,11-21,11-21,11-21
Net_BZG7t8JRLjXxNtvyNg,"Xtreme Bean Coffee","","1707 E Southern Ave",Tempe,AZ,85282,33.3926309,-111.9110589,3.5,227,1,5-23,5-23,5-23,5-23,5-1,5-1,5-23
ycFthc3nxzU_dWfRFev41Q,"National Atomic Testing Museum","University","755 E Flamingo Rd",Las Vegas,NV,89119,36.1140637,-115.1483536,4.0,245,1,10-17,10-17,10-17,10-17,10-17,10-17,12-17
4K5NUsinIgtq-yuxdp2HdA,"Fuzzy's Taco Shop","","414 S Mill Ave, Ste 115",Tempe,AZ,85281,33.4259647,-111.9402513,3.5,261,1,9-23,9-23,9-23,9-23,9-1,9-1,9-21
-AD5PiuJHgdUcAK-Vxao2A,"Smashburger","University","4725 S Maryland Pkwy",Las Vegas,NV,89119,36.1036793,-115.1377851,3.5,254,1,10-22,10-22,10-22,10-22,10-22,10-22,10-22
Ka00H3EHLLiPNpMj1V4Hcw,"The LINQ Promenade","The Strip","The LINQ Las Vegas, 3545 Las Vegas Blvd South",Las Vegas,NV,89109,36.1177747,-115.1725759,4.0,226,1,0-0,0-0,0-0,0-0,0-0,0-0,0-0
Nc7-nyG_RzXrEqBuxihcgQ,"BJ's Restaurant & Brewhouse","","3155 W Chandler Blvd",Chandler,AZ,85226,33.299579,-111.898266,3.5,288,1,11-0,11-0,11-0,11-0,11-1,10-1,10-23
36GvUjLg3drdOB3jgpqTOQ,"El Zocalo Mexican Grill","","28 S San Marcos Pl",Chandler,AZ,85225,33.3030509,-111.8422941,3.0,231,1,11-21,11-21,11-21,11-21,11-2,11-2,11-20
_2trMwFsh5-IqqEcQ-OLVA,"Mac's Speed Shop","Steele Creek","2414 Sandy Porter Rd",Charlotte,NC,28273,35.1358714,-80.9401401,3.5,202,1,11-0,11-0,11-0,11-2,11-2,11-2,11-0
ld-foUbIqtcYTihGZkGsTw,"Big Two Toyota of Chandler","","1250 S Gilbert Rd",Chandler,AZ,85286,33.2879904,-111.7915687,4.0,200,1,8-21,8-21,8-21,8-21,8-21,8-21,10-18
qxNKPJfuklMxwPbkHLHeWQ,"Paul Martin's American Grill","","6186 N Scottsdale Rd",Scottsdale,AZ,85253,33.5282184126,-111.926276476,4.0,247,1,11-22,11-22,11-22,11-22,11-22,11-22,11-21
RvwZqjdkZ_pER0moPXLZAQ,"Rose Tea Cafe","Squirrel Hill","5874 Forbes Ave",Pittsburgh,PA,15217,40.4378411,-79.9201088,3.5,291,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
QeDkfLmXVguytF3Of9zg-Q,"Boudreaux's Louisiana Kitchen","NoDa","501 E 36th St",Charlotte,NC,28205,35.247776,-80.804143,4.0,229,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
F1PMcEIg-FHZvwhiUoFEgw,"Grimaldi's Pizzeria","","15147 N Scottsdale Rd, Ste 135",Scottsdale,AZ,85254,33.6236325677,-111.923551856,4.0,227,1,11-22,11-22,11-22,11-22,11-23,11-23,11-22
HM0sWlwg3ONJ6syMSh_9zw,"DC Steak House","","98 S San Marcos",Chandler,AZ,85225,33.3024257,-111.8422554,3.5,262,1,16-23,16-23,16-23,16-23,16-0,16-0,16-22
wNXw53wmePcf_V3rF18LUg,"Grazie Ristorante","Mount Pleasant and Davisville","2373 Yonge Street",Toronto,ON,M4P 2C8,43.7093922,-79.398862,4.0,268,1,12-22,12-23,12-23,12-23,12-0,12-0,12-23
-JwSuDqyFILFJmVpjrVbwA,"Half Moon Sports Grill","","288 E Greenway Pkwy, Ste 103",Phoenix,AZ,85022,33.6370139392,-112.070148099,3.5,224,1,11-2,11-2,11-2,11-2,11-2,11-2,10-2
0CB7YB1qRSWLQvMbHw3Fmw,"Easy Life Boba Tea","Westside","8560 W Desert Inn Rd, Ste D2",Las Vegas,NV,89117,36.1300289,-115.2777727,4.0,290,1,11-19,11-19,11-19,11-19,11-19,11-19,11-19
5EIJCSrXLHvM2HEoKCejpw,"Arizona Mills","","5000 S Arizona Mills Cir",Tempe,AZ,85282,33.3830453556,-111.964472169,3.0,241,1,10-21,10-21,10-21,10-21,10-21,10-21,11-18
caGXS6ubNTlv91ZZyoirjQ,"Primanti Bros.","Oakland","3803 Forbes Ave",Pittsburgh,PA,15213,40.4417769,-79.9569556,3.5,239,1,11-0,11-2,11-2,11-2,11-2,11-2,11-2
